param,session,side,entry_time,exit_time,bars_held,entry_price,exit_price,stop_price,target_price,range_size,range_pct,exit_reason,price_pnl,risk_price,pnl,weekday,date,hour,rng,tgt
h05_r60_t2,1704326400000000000,-1,1704348060000000000,1704353370000000000,1062,2035.2240000000002,2027.5790000000006,2039.0465,2027.5790000000006,3.8224999999997635,0.18775687633464017,tp,7.644999999999527,3.8224999999997635,15.149999999999054,Thursday,2024-01-04,5,60,2.0
h06_r60_t3,1704326400000000000,-1,1704353370000000000,1704371845000000000,3695,2027.5785,2036.1295,2036.1295,2001.9255000000003,8.55099999999993,0.4208197249341928,sl,-8.55099999999993,8.55099999999993,-17.241999999999862,Thursday,2024-01-04,6,60,3.0
h13_r30_t3,1704326400000000000,1,1704375415000000000,1704376330000000000,183,2038.7845000000002,2031.9105,2031.9105,2059.406500000001,6.874000000000251,0.33774181225457656,sl,-6.874000000000251,6.874000000000251,-13.888000000000503,Thursday,2024-01-04,13,30,3.0
h14_r15_t2,1704326400000000000,1,1704377765000000000,1704400225000000000,4492,2030.802,2043.166,2024.62,2043.166,6.182000000000016,0.30460194310615224,tp,12.364000000000033,6.182000000000016,24.588000000000065,Thursday,2024-01-04,14,15,2.0
h00_r30_t1,1704412800000000000,-1,1704414660000000000,1704416070000000000,282,2058.6125,2064.7235,2064.7235,2052.5015000000003,6.110999999999876,0.2966980867561459,sl,-6.110999999999876,6.110999999999876,-12.361999999999753,Friday,2024-01-05,0,30,1.0
h01_r60_t3,1704412800000000000,-1,1704420060000000000,1704426100000000000,1208,2052.9745000000003,2060.5950000000003,2060.5950000000003,2030.1130000000003,7.620499999999993,0.3708800401030313,sl,-7.620499999999993,7.620499999999993,-15.380999999999986,Friday,2024-01-05,1,60,3.0
h02_r15_t3,1704412800000000000,1,1704421145000000000,1704436640000000000,3096,2054.7525,2065.8854999999994,2051.0415000000003,2065.8854999999994,3.7109999999997854,0.18071087890690057,tp,11.132999999999356,3.7109999999997854,22.12599999999871,Friday,2024-01-05,2,15,3.0
h04_r30_t3,1704412800000000000,-1,1704431005000000000,1704433550000000000,509,2060.9494999999997,2063.2595,2063.2595,2054.0194999999985,2.3100000000004,0.11203196645444773,sl,-2.3100000000004,2.3100000000004,-4.7600000000008,Friday,2024-01-05,4,30,3.0
h05_r60_t2,1704412800000000000,1,1704434530000000000,1704439410000000000,975,2063.603,2069.423,2060.6875,2069.423,2.9099999999998545,0.14115376956961703,tp,5.819999999999709,2.9155000000000655,11.499999999999417,Friday,2024-01-05,5,60,2.0
h06_r60_t3,1704412800000000000,1,1704438535000000000,1704459690000000000,4230,2068.242,2061.3435,2061.3435,2088.937500000001,6.89850000000024,0.33374270051232124,sl,-6.89850000000024,6.89850000000024,-13.93700000000048,Friday,2024-01-05,6,60,3.0
h13_r30_t3,1704412800000000000,1,1704461400000000000,1704490195000000000,5727,2068.2965,2070.688,2060.3725,2092.0685,7.923999999999978,0.38325489521794615,session_end,2.3915000000001783,7.923999999999978,4.643000000000357,Friday,2024-01-05,13,30,3.0
h14_r15_t2,1704412800000000000,1,1704464100000000000,1704469060000000000,992,2078.2775,2085.415500000001,2074.7084999999997,2085.415500000001,3.5690000000004147,0.1717592473393518,tp,7.1380000000008295,3.5690000000004147,14.136000000001658,Friday,2024-01-05,14,15,2.0
h00_r30_t1,1704672000000000000,1,1704674025000000000,1704678130000000000,821,2084.7535,2080.5445,2080.5445,2088.9624999999996,4.208999999999833,0.20199620627224052,sl,-4.208999999999833,4.208999999999833,-8.557999999999666,Monday,2024-01-08,0,30,1.0
h01_r60_t3,1704672000000000000,-1,1704679200000000000,1704695600000000000,3260,2079.8255,2059.2335,2086.6895,2059.2335,6.864000000000033,0.3300216576712863,tp,20.5920000000001,6.864000000000033,41.044000000000196,Monday,2024-01-08,1,60,3.0
h02_r15_t3,1704672000000000000,-1,1704680260000000000,1704695565000000000,3041,2075.7214999999997,2061.6724999999997,2080.4044999999996,2061.6724999999997,4.682999999999993,0.22550313852889387,tp,14.048999999999978,4.682999999999993,27.957999999999956,Monday,2024-01-08,2,15,3.0
h04_r30_t3,1704672000000000000,-1,1704688310000000000,1704691970000000000,714,2071.9345000000003,2075.4275,2075.4275,2061.455500000002,3.4929999999994834,0.1685538700436384,sl,-3.4929999999994834,3.4929999999994834,-7.1259999999989665,Monday,2024-01-08,4,30,3.0
h05_r60_t2,1704672000000000000,-1,1704694120000000000,1704695650000000000,306,2070.2155000000002,2058.817500000001,2075.9145,2058.817500000001,5.698999999999614,0.2751196316611869,tp,11.397999999999229,5.698999999999614,22.655999999998457,Monday,2024-01-08,5,60,2.0
h13_r30_t3,1704672000000000000,-1,1704720605000000000,1704725260000000000,931,2063.7264999999998,2048.9139999999998,2068.6639999999998,2048.9139999999998,4.9375,0.23919562447619183,tp,14.8125,4.9375,29.485,Monday,2024-01-08,13,30,3.0
h14_r15_t2,1704672000000000000,1,1704723670000000000,1704724960000000000,258,2056.362,2050.381,2050.381,2068.3240000000005,5.981000000000222,0.2911964322229579,sl,-5.981000000000222,5.981000000000222,-12.102000000000444,Monday,2024-01-08,14,15,2.0
h00_r30_t1,1704758400000000000,1,1704760925000000000,1704762535000000000,322,2061.9505,2063.5715,2060.3295,2063.5715,1.6210000000000946,0.07864520653585305,tp,1.6210000000000946,1.6210000000000946,3.102000000000189,Tuesday,2024-01-09,0,30,1.0
h01_r60_t3,1704758400000000000,1,1704765640000000000,1704787965000000000,4455,2076.3275000000003,2061.1125,2061.1125,2121.9725000000008,15.215000000000146,0.7330698329116384,sl,-15.215000000000146,15.215000000000146,-30.57000000000029,Tuesday,2024-01-09,1,60,3.0
h02_r15_t3,1704758400000000000,1,1704766505000000000,1704767125000000000,124,2077.2685,2074.9094999999998,2074.9094999999998,2084.3455000000013,2.3590000000003783,0.11359442072746073,sl,-2.3590000000003783,2.3590000000003783,-4.858000000000756,Tuesday,2024-01-09,2,15,3.0
h04_r30_t3,1704758400000000000,-1,1704778095000000000,1704779880000000000,356,2075.7545,2077.5834999999997,2077.5834999999997,2070.267500000001,1.8289999999997235,0.08807278307826287,sl,-1.8289999999997235,1.8289999999997235,-3.797999999999447,Tuesday,2024-01-09,4,30,3.0
h05_r60_t2,1704758400000000000,1,1704780480000000000,1704781265000000000,157,2077.6895,2075.19,2075.19,2082.6884999999997,2.499499999999898,0.12035160291048637,sl,-2.499499999999898,2.499499999999898,-5.138999999999796,Tuesday,2024-01-09,5,60,2.0
h06_r60_t3,1704758400000000000,-1,1704784410000000000,1704787975000000000,713,2074.6305,2058.3255000000017,2080.0654999999997,2058.3255000000017,5.434999999999491,0.26169281789234916,tp,16.304999999998472,5.434999999999491,32.46999999999694,Tuesday,2024-01-09,6,60,3.0
h13_r30_t3,1704758400000000000,-1,1704807045000000000,1704810865000000000,764,2059.2525,2044.4205000000002,2064.1965,2044.4205000000002,4.94399999999996,0.23987732487293317,tp,14.83199999999988,4.94399999999996,29.52399999999976,Tuesday,2024-01-09,13,30,3.0
h14_r15_t2,1704758400000000000,-1,1704809880000000000,1704810745000000000,173,2056.0665,2050.5344999999998,2058.8325,2050.5344999999998,2.7660000000000764,0.13439867525471008,tp,5.532000000000153,2.7660000000000764,10.924000000000305,Tuesday,2024-01-09,14,15,2.0
h00_r30_t1,1704844800000000000,-1,1704848410000000000,1704848675000000000,53,2016.1825,2009.5544999999997,2022.8105,2009.5544999999997,6.628000000000156,0.32776743545472203,tp,6.628000000000156,6.628000000000156,13.116000000000312,Wednesday,2024-01-10,0,30,1.0
h01_r60_t3,1704844800000000000,-1,1704852070000000000,1704906160000000000,10807,2003.5315,2020.1979999999999,2020.1979999999999,1953.5320000000006,16.666499999999814,0.8311194168475317,sl,-16.666499999999814,16.666499999999814,-33.47299999999963,Wednesday,2024-01-10,1,60,3.0
h02_r15_t3,1704844800000000000,-1,1704853025000000000,1704873840000000000,4153,2002.4685,2005.2725,2005.2725,1994.0564999999997,2.8040000000000873,0.13999780816556123,sl,-2.8040000000000873,2.8040000000000873,-5.748000000000174,Wednesday,2024-01-10,2,15,3.0
h04_r30_t3,1704844800000000000,-1,1704861010000000000,1704863000000000000,398,2000.021,2001.7125,2001.7125,1994.9464999999996,1.6915000000001328,0.08457178627212829,sl,-1.6915000000001328,1.6915000000001328,-3.5230000000002657,Wednesday,2024-01-10,4,30,3.0
h05_r60_t2,1704844800000000000,-1,1704871910000000000,1704873110000000000,240,1999.1374999999998,2002.7635,2002.7635,1991.8854999999994,3.6260000000002037,0.18128282345248806,sl,-3.6260000000002037,3.6260000000002037,-7.392000000000407,Wednesday,2024-01-10,5,60,2.0
h06_r60_t3,1704844800000000000,1,1704871810000000000,1704871905000000000,19,2001.2365,1999.286,1999.286,2007.0879999999997,1.95049999999992,0.09748493369224848,sl,-1.95049999999992,1.95049999999992,-4.04099999999984,Wednesday,2024-01-10,6,60,3.0
h13_r30_t3,1704844800000000000,1,1704898550000000000,1704911960000000000,2682,2012.5394999999999,2003.1395,2003.1395,2040.7394999999995,9.399999999999864,0.46902571633074513,sl,-9.399999999999864,9.399999999999864,-18.939999999999728,Wednesday,2024-01-10,13,30,3.0
h14_r15_t2,1704844800000000000,-1,1704896790000000000,1704897305000000000,103,2005.3125,2011.7165,2011.7165,1992.5045,6.403999999999996,0.3189510673579927,sl,-6.403999999999996,6.403999999999996,-12.947999999999993,Wednesday,2024-01-10,14,15,2.0
h00_r30_t1,1704931200000000000,1,1704935180000000000,1704992475000000000,10737,2009.3384999999998,2019.3564999999999,1999.3204999999998,2019.3564999999999,10.018000000000029,0.4995037621089664,tp,10.018000000000029,10.018000000000029,19.896000000000058,Thursday,2024-01-11,0,30,1.0
h01_r60_t3,1704931200000000000,-1,1704940610000000000,1704946255000000000,1129,2003.299,2009.356,2009.356,1985.128,6.057000000000016,0.3019640375139349,sl,-6.057000000000016,6.057000000000016,-12.254000000000033,Thursday,2024-01-11,1,60,3.0
h02_r15_t3,1704931200000000000,-1,1704939305000000000,1704945295000000000,1198,2005.1015,2006.9985000000001,2006.9985000000001,1999.4104999999995,1.897000000000162,0.09459688239194784,sl,-1.897000000000162,1.897000000000162,-3.934000000000324,Thursday,2024-01-11,2,15,3.0
h04_r30_t3,1704931200000000000,1,1704952830000000000,1704965540000000000,2542,2010.3805,2004.5875,2004.5875,2027.7594999999997,5.792999999999893,0.2882871943604542,sl,-5.792999999999893,5.792999999999893,-11.725999999999786,Thursday,2024-01-11,4,30,3.0
h05_r60_t2,1704931200000000000,1,1704952800000000000,1704954120000000000,264,2009.7275,2013.8234999999995,2007.6795000000002,2013.8234999999995,2.0479999999997744,0.10197595847067803,tp,4.095999999999549,2.0479999999997744,8.051999999999097,Thursday,2024-01-11,5,60,2.0
h06_r60_t3,1704931200000000000,1,1704956620000000000,1704957035000000000,83,2015.134,2008.337,2008.337,2035.525,6.7970000000000255,0.3375607474013124,sl,-6.7970000000000255,6.7970000000000255,-13.734000000000052,Thursday,2024-01-11,6,60,3.0
h13_r30_t3,1704931200000000000,-1,1704979800000000000,1704979830000000000,6,2002.3535,2003.53,2003.53,1998.8239999999998,1.1765000000000327,0.05875025498809303,sl,-1.1765000000000327,1.1765000000000327,-2.4930000000000656,Thursday,2024-01-11,13,30,3.0
h14_r15_t2,1704931200000000000,1,1704982595000000000,1704992470000000000,1974,2009.4575,2018.1174999999998,2005.1275,2018.1174999999998,4.329999999999927,0.215535317801347,tp,8.659999999999854,4.329999999999927,17.17999999999971,Thursday,2024-01-11,14,15,2.0
h00_r30_t1,1705017600000000000,-1,1705019770000000000,1705020080000000000,62,2044.9485,2049.5795,2049.5795,2040.3175,4.630999999999858,0.22631151087978088,sl,-4.630999999999858,4.630999999999858,-9.401999999999717,Friday,2024-01-12,0,30,1.0
h01_r60_t3,1705017600000000000,-1,1705030295000000000,1705037120000000000,1364,2041.9054999999998,2048.5115,2048.5115,2022.0874999999992,6.606000000000222,0.3234204429038917,sl,-6.606000000000222,6.606000000000222,-13.352000000000444,Friday,2024-01-12,1,60,3.0
h02_r15_t3,1705017600000000000,1,1705025965000000000,1705028730000000000,552,2043.825,2042.4425,2042.4425,2047.9724999999999,1.3824999999999363,0.06765394943692762,sl,-1.3824999999999363,1.3824999999999363,-2.904999999999873,Friday,2024-01-12,2,15,3.0
h04_r30_t3,1705017600000000000,1,1705034040000000000,1705034845000000000,160,2037.3045000000002,2035.1734999999999,2035.1734999999999,2043.6975000000011,2.131000000000313,0.10464573539165976,sl,-2.131000000000313,2.131000000000313,-4.402000000000625,Friday,2024-01-12,4,30,3.0
h06_r60_t3,1705017600000000000,-1,1705042990000000000,1705047810000000000,964,2053.5845,2059.4515,2059.4515,2035.9834999999994,5.867000000000189,0.2854880168752852,sl,-5.867000000000189,5.867000000000189,-11.874000000000379,Friday,2024-01-12,6,60,3.0
h13_r30_t3,1705017600000000000,-1,1705066250000000000,1705066590000000000,68,2058.929,2062.3355,2062.3355,2048.7095,3.406500000000051,0.1652996830118389,sl,-3.406500000000051,3.406500000000051,-6.9530000000001015,Friday,2024-01-12,13,30,3.0
h14_r15_t2,1705017600000000000,1,1705069235000000000,1705074320000000000,1017,2064.468,2058.735,2058.735,2075.9339999999993,5.73299999999972,0.27825551796998793,sl,-5.73299999999972,5.73299999999972,-11.60599999999944,Friday,2024-01-12,14,15,2.0
h00_r30_t1,1705276800000000000,1,1705278635000000000,1705279370000000000,147,2082.5685000000003,2085.160500000001,2079.9764999999998,2085.160500000001,2.592000000000553,0.12446509899227702,tp,2.592000000000553,2.592000000000553,5.044000000001106,Monday,2024-01-15,0,30,1.0
h01_r60_t3,1705276800000000000,1,1705284000000000000,1705334290000000000,10052,2089.7005,2078.682,2078.682,2122.7560000000003,11.018500000000131,0.5273895807232554,sl,-11.018500000000131,11.018500000000131,-22.177000000000263,Monday,2024-01-15,1,60,3.0
h02_r15_t3,1705276800000000000,1,1705285780000000000,1705302980000000000,3434,2090.7545,2100.6395,2087.4595,2100.6395,3.2950000000000728,0.1577003602220858,tp,9.885000000000218,3.2950000000000728,19.630000000000436,Monday,2024-01-15,2,15,3.0
h05_r60_t2,1705276800000000000,1,1705300440000000000,1705301705000000000,253,2096.801,2094.1805,2094.1805,2102.042,2.6204999999999927,0.12500471063353336,sl,-2.6204999999999927,2.6204999999999927,-5.380999999999985,Monday,2024-01-15,5,60,2.0
h06_r60_t3,1705276800000000000,1,1705302365000000000,1705316900000000000,2907,2097.3734999999997,2092.3885,2092.3885,2112.3284999999987,4.984999999999673,0.23798606027084926,sl,-4.984999999999673,4.984999999999673,-10.109999999999346,Monday,2024-01-15,6,60,3.0
h13_r30_t3,1705276800000000000,-1,1705327620000000000,1705363195000000000,6223,2086.777,2073.571,2095.071,2061.8950000000004,8.293999999999869,0.39655654660160355,session_end,13.206000000000131,8.293999999999869,26.27200000000026,Monday,2024-01-15,13,30,3.0
h14_r15_t2,1705276800000000000,-1,1705328105000000000,1705336135000000000,1606,2084.8325,2072.2705,2091.1135,2072.2705,6.280999999999949,0.30118438204814246,tp,12.561999999999898,6.280999999999949,24.983999999999796,Monday,2024-01-15,14,15,2.0
h00_r30_t1,1705363200000000000,-1,1705365000000000000,1705365120000000000,24,2073.026,2074.6215,2074.6215,2071.4304999999995,1.5955000000003565,0.07696270576852997,sl,-1.5955000000003565,1.5955000000003565,-3.331000000000713,Tuesday,2024-01-16,0,30,1.0
h01_r60_t3,1705363200000000000,1,1705370845000000000,1705446890000000000,14802,2078.3835,2101.6034999999993,2070.6435,2101.6034999999993,7.739999999999782,0.37326145880125594,tp,23.219999999999345,7.739999999999782,46.29999999999869,Tuesday,2024-01-16,1,60,3.0
h02_r15_t3,1705363200000000000,1,1705371330000000000,1705382845000000000,2301,2079.1195,2073.1515,2073.1515,2097.0234999999993,5.967999999999847,0.287275749339386,sl,-5.967999999999847,5.967999999999847,-12.075999999999695,Tuesday,2024-01-16,2,15,3.0
h04_r30_t3,1705363200000000000,-1,1705379415000000000,1705395780000000000,3273,2078.085,2082.422,2082.422,2065.074,4.336999999999989,0.20865216092339953,sl,-4.336999999999989,4.336999999999989,-8.813999999999979,Tuesday,2024-01-16,4,30,3.0
h05_r60_t2,1705363200000000000,1,1705394385000000000,1705406000000000000,2319,2077.9435000000003,2090.557500000001,2071.6365,2090.557500000001,6.307000000000244,0.3042744848211437,tp,12.614000000000487,6.307000000000244,25.088000000000974,Tuesday,2024-01-16,5,60,2.0
h06_r60_t3,1705363200000000000,-1,1705389110000000000,1705392390000000000,656,2072.4445,2076.835,2076.835,2059.273,4.3904999999999745,0.21181028687376724,sl,-4.3904999999999745,4.3904999999999745,-8.92099999999995,Tuesday,2024-01-16,6,60,3.0
h13_r30_t3,1705363200000000000,1,1705412425000000000,1705416375000000000,790,2094.3965,2084.9715,2084.9715,2122.671499999999,9.424999999999727,0.4512820119947516,sl,-9.424999999999727,9.424999999999727,-18.989999999999455,Tuesday,2024-01-16,13,30,3.0
h14_r15_t2,1705363200000000000,1,1705415140000000000,1705415740000000000,120,2097.7625,2092.1405,2092.1405,2109.0064999999995,5.621999999999844,0.26851760087021503,sl,-5.621999999999844,5.621999999999844,-11.383999999999688,Tuesday,2024-01-16,14,15,2.0
h00_r30_t1,1705449600000000000,-1,1705451400000000000,1705453240000000000,368,2097.615,2098.8195,2098.8195,2096.4339999999997,1.18100000000004,0.05630140751135336,sl,-1.2045000000002801,1.2045000000002801,-2.5490000000005604,Wednesday,2024-01-17,0,30,1.0
h01_r60_t3,1705449600000000000,-1,1705458725000000000,1705461095000000000,474,2096.6585,2104.0135,2104.0135,2074.5935,7.355000000000018,0.34981989388400286,sl,-7.355000000000018,7.355000000000018,-14.850000000000037,Wednesday,2024-01-17,1,60,3.0
h02_r15_t3,1705449600000000000,-1,1705458015000000000,1705458735000000000,144,2101.6795,2095.997500000001,2103.5735,2095.997500000001,1.893999999999778,0.09004933457867241,tp,5.681999999999334,1.893999999999778,11.223999999998668,Wednesday,2024-01-17,2,15,3.0
h04_r30_t3,1705449600000000000,-1,1705465875000000000,1705466070000000000,39,2102.4155,2104.0795,2104.0795,2097.423500000001,1.66399999999976,0.07911657594488845,sl,-1.66399999999976,1.66399999999976,-3.46799999999952,Wednesday,2024-01-17,4,30,3.0
h05_r60_t2,1705449600000000000,-1,1705471255000000000,1705474090000000000,567,2101.9355,2110.6425,2110.6425,2084.5215000000003,8.70699999999988,0.414200409348165,sl,-8.70699999999988,8.70699999999988,-17.55399999999976,Wednesday,2024-01-17,5,60,2.0
h06_r60_t3,1705449600000000000,1,1705475800000000000,1705507590000000000,6356,2114.1504999999997,2100.3225,2100.3225,2155.6344999999983,13.82799999999952,0.6544493015949491,sl,-13.82799999999952,13.82799999999952,-27.79599999999904,Wednesday,2024-01-17,6,60,3.0
h13_r30_t3,1705449600000000000,-1,1705498210000000000,1705502420000000000,842,2108.8015,2111.8845,2111.8845,2099.5525,3.0830000000000837,0.1461119090210518,sl,-3.0830000000000837,3.0830000000000837,-6.306000000000167,Wednesday,2024-01-17,13,30,3.0
h14_r15_t2,1705449600000000000,1,1705500900000000000,1705501890000000000,198,2109.8005000000003,2106.3635,2106.3635,2116.674500000001,3.437000000000353,0.16294980392214312,sl,-3.437000000000353,3.437000000000353,-7.0140000000007054,Wednesday,2024-01-17,14,15,2.0
h00_r30_t1,1705536000000000000,-1,1705537805000000000,1705538330000000000,105,2097.751,2096.452,2099.05,2096.452,1.2989999999999782,0.06191295296188317,tp,1.2989999999999782,1.2989999999999782,2.457999999999956,Thursday,2024-01-18,0,30,1.0
h01_r60_t3,1705536000000000000,-1,1705549440000000000,1705622335000000000,12642,2096.6295,2082.725,2111.7934999999998,2051.1375000000007,15.16399999999976,0.7220751231453676,session_end,13.904500000000098,15.16399999999976,27.669000000000196,Thursday,2024-01-18,1,60,3.0
h02_r15_t3,1705536000000000000,-1,1705544110000000000,1705547290000000000,636,2098.768,2103.002,2103.002,2086.0660000000003,4.233999999999924,0.2017245207255948,sl,-4.233999999999924,4.233999999999924,-8.607999999999848,Thursday,2024-01-18,2,15,3.0
h04_r30_t3,1705536000000000000,-1,1705554015000000000,1705556830000000000,563,2094.294,2088.424499999999,2096.2505,2088.424499999999,1.9565000000002328,0.09338864257592429,tp,5.8695000000006985,1.9565000000002328,11.599000000001396,Thursday,2024-01-18,4,30,3.0
